customer_id,customer_age,customer_income,employment_duration,loan_grade,loan_amount_in_thousand,loan_int_rate,term_years,cred_hist_length,Current_loan_status,home_ownership_MORTGAGE,home_ownership_OTHER,home_ownership_OWN,home_ownership_RENT,loan_intent_DEBTCONSOLIDATION,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE,Income_bracket,Loan_amount_bracket,loan_int_rate_bracket,home_ownership,Cluster
10680.0,23,38000.0,7.0,A,10.0,7.51,3,4,0,False,False,False,True,False,False,False,False,False,True,low,medium,very low rate,RENT,2
10681.0,23,69996.0,7.0,B,15.0,13.47,7,4,0,True,False,False,False,False,False,False,False,True,False,high,very high,high rate,MORTGAGE,1
10682.0,26,38000.0,10.0,A,10.0,8.9,6,3,0,False,False,False,True,False,False,False,False,False,True,low,medium,low rate,RENT,3
10683.0,22,69996.0,6.0,A,15.0,12.21,7,2,0,True,False,False,False,True,False,False,False,False,False,high,very high,high rate,MORTGAGE,2
10684.0,24,69996.0,6.0,A,5.0,10.2,4,2,0,True,False,False,False,False,False,True,False,False,False,high,low,medium rate,MORTGAGE,2
10685.0,21,38000.0,3.0,A,10.0,12.18,1,3,0,False,False,False,True,False,False,False,False,True,False,low,medium,high rate,RENT,0
10686.0,23,70000.0,5.0,A,10.0,6.62,3,4,0,True,False,False,False,False,False,False,False,True,False,high,medium,very low rate,MORTGAGE,2
10687.0,26,70000.0,11.0,B,20.0,14.27,7,4,0,True,False,False,False,False,False,True,False,False,False,high,very high,very high rate,MORTGAGE,0
10688.0,22,38004.0,6.0,A,10.0,10.74,2,3,0,False,False,False,True,False,False,False,False,False,True,low,medium,medium rate,RENT,1
10690.0,22,38004.0,5.0,A,10.0,10.37,2,4,0,False,False,False,True,False,False,False,False,True,False,low,medium,medium rate,RENT,1
10691.0,22,38004.0,3.0,A,10.0,10.75,2,2,0,False,False,False,True,False,True,False,False,False,False,low,medium,medium rate,RENT,1
10692.0,26,38004.0,3.0,B,10.0,13.48,6,3,0,False,False,False,True,False,False,False,True,False,False,low,medium,high rate,RENT,1
10693.0,25,32200.0,1.0,C,10.0,16.77,5,4,1,False,False,False,True,False,False,False,False,False,True,very low,medium,very high rate,RENT,0
10694.0,24,38244.0,6.0,A,10.0,7.88,4,3,0,False,False,False,True,False,False,False,False,True,False,low,medium,low rate,RENT,3
10695.0,23,70000.0,2.0,A,24.0,8.9,7,4,0,True,False,False,False,False,True,False,False,False,False,high,very high,low rate,MORTGAGE,3
10696.0,23,32400.0,7.0,A,10.0,8.49,3,3,1,False,False,False,True,False,True,False,False,False,False,very low,medium,low rate,RENT,0
10697.0,21,38400.0,5.0,A,10.0,7.66,1,4,0,False,False,False,True,False,True,False,False,False,False,low,medium,very low rate,RENT,2
10698.0,24,38400.0,9.0,A,10.0,10.38,4,3,0,False,False,False,True,True,False,False,False,False,False,low,medium,medium rate,RENT,1
10699.0,24,64000.0,7.0,B,16.0,14.65,7,2,1,True,False,False,False,False,False,True,False,False,False,high,very high,very high rate,MORTGAGE,0
10700.0,21,32400.0,2.0,B,10.0,13.23,1,4,1,False,False,False,True,False,False,False,True,False,False,very low,medium,high rate,RENT,1
10701.0,22,70000.0,5.0,B,8.0,13.49,2,2,0,True,False,False,False,True,False,False,False,False,False,high,medium,high rate,MORTGAGE,1
10702.0,23,70000.0,7.0,A,3.5,6.03,3,3,0,True,False,False,False,False,False,False,False,False,True,high,very low,very low rate,MORTGAGE,2
10703.0,24,38700.0,2.0,A,10.0,8.49,4,3,0,False,False,False,True,False,False,False,True,False,False,low,medium,low rate,RENT,3
10704.0,22,70000.0,6.0,A,6.0,6.03,2,2,0,True,False,False,False,False,False,False,True,False,False,high,low,very low rate,MORTGAGE,2
10705.0,23,70000.0,7.0,B,2.0,13.49,3,2,0,True,False,False,False,False,True,False,False,False,False,high,very low,high rate,MORTGAGE,1
10706.0,26,38832.0,0.0,A,10.0,10.37,6,2,0,False,False,False,True,True,False,False,False,False,False,low,medium,medium rate,RENT,1
10707.0,22,33000.0,6.0,A,10.0,12.42,2,3,1,False,False,False,True,False,False,False,False,True,False,very low,medium,high rate,RENT,0
10708.0,25,70000.0,1.0,B,11.3,14.65,7,2,0,True,False,False,False,True,False,False,False,False,False,high,high,very high rate,MORTGAGE,0
10709.0,25,33000.0,0.0,B,10.0,15.96,5,3,1,False,False,False,True,False,False,False,False,False,True,very low,medium,very high rate,RENT,0
10710.0,24,64000.0,7.0,D,6.1,18.64,4,4,1,False,False,True,False,False,False,False,False,False,True,high,low,very high rate,OTHER,0
10711.0,25,70000.0,9.0,A,1.0,12.69,5,2,0,True,False,False,False,False,False,False,False,True,False,high,very low,high rate,MORTGAGE,2
10712.0,25,70000.0,9.0,A,15.6,11.71,7,3,0,True,False,False,False,True,False,False,False,False,False,high,very high,medium rate,MORTGAGE,2
10713.0,24,70000.0,3.0,A,7.75,6.62,4,3,0,True,False,False,False,False,True,False,False,False,False,high,medium,very low rate,MORTGAGE,2
10714.0,26,64000.0,6.0,D,9.0,18.64,6,4,1,True,False,False,False,True,False,False,False,False,False,high,medium,very high rate,MORTGAGE,0
10715.0,22,70000.0,2.0,A,5.0,6.03,2,2,0,True,False,False,False,False,True,False,False,False,False,high,low,very low rate,MORTGAGE,2
10717.0,25,39500.0,2.0,A,10.0,5.99,5,2,0,False,False,False,True,False,False,False,True,False,False,low,medium,very low rate,RENT,2
10718.0,22,39580.0,3.0,A,10.0,9.99,2,2,0,False,False,False,True,False,True,False,False,False,False,low,medium,low rate,RENT,3
10719.0,22,39600.0,5.0,A,10.0,11.71,2,2,0,False,False,False,True,True,False,False,False,False,False,low,medium,medium rate,RENT,1
10720.0,22,33948.0,4.0,A,10.0,8.32,2,2,1,False,False,False,True,False,False,False,True,False,False,very low,medium,low rate,RENT,0
10721.0,26,70000.0,10.0,A,10.0,12.42,6,4,0,False,False,True,False,False,False,False,False,True,False,high,medium,high rate,OTHER,2
10722.0,25,39996.0,2.0,A,10.0,10.99,5,4,0,False,False,False,True,False,False,False,False,False,True,low,medium,medium rate,RENT,1
10723.0,23,39996.0,8.0,A,10.0,7.9,3,2,0,False,False,False,True,False,False,False,True,False,False,low,medium,low rate,RENT,3
10724.0,24,64000.0,7.0,E,4.0,20.89,4,2,1,True,False,False,False,False,False,False,False,False,True,high,very low,very high rate,MORTGAGE,0
10725.0,25,70000.0,9.0,A,10.0,8.49,5,2,0,False,False,True,False,False,False,True,False,False,False,high,medium,low rate,OTHER,3
10726.0,21,39996.0,2.0,A,10.0,8.59,1,4,0,False,False,False,True,False,True,False,False,False,False,low,medium,low rate,RENT,3
10727.0,22,70000.0,7.0,A,2.0,7.9,2,3,0,True,False,False,False,False,True,False,False,False,False,high,very low,low rate,MORTGAGE,3
10728.0,24,70000.0,2.0,B,10.0,13.49,4,4,0,True,False,False,False,False,False,False,True,False,False,high,medium,high rate,MORTGAGE,1
10729.0,21,40000.0,2.0,A,10.0,11.71,1,4,0,False,False,False,True,False,False,False,True,False,False,low,medium,medium rate,RENT,1
10730.0,24,70000.0,2.0,A,17.0,7.51,7,4,0,True,False,False,False,False,False,False,False,True,False,high,very high,very low rate,MORTGAGE,2
10731.0,22,64000.0,3.0,A,14.4,11.71,7,2,1,True,False,False,False,True,False,False,False,False,False,high,very high,medium rate,MORTGAGE,2
10733.0,22,40000.0,4.0,B,10.0,14.27,2,3,0,False,False,False,True,False,True,False,False,False,False,low,medium,very high rate,RENT,0
10734.0,24,70000.0,3.0,A,5.0,6.03,4,3,0,True,False,False,False,True,False,False,False,False,False,high,low,very low rate,MORTGAGE,2
10735.0,22,40000.0,2.0,A,10.0,8.9,2,4,0,False,False,False,True,False,True,False,False,False,False,low,medium,low rate,RENT,3
10736.0,22,70000.0,4.0,A,5.025,8.49,2,2,0,True,False,False,False,False,False,False,False,False,True,high,low,low rate,MORTGAGE,3
10737.0,21,70000.0,5.0,A,7.0,6.03,1,3,0,True,False,False,False,False,False,False,True,False,False,high,medium,very low rate,MORTGAGE,2
10738.0,23,70000.0,7.0,A,16.0,7.88,7,4,0,True,False,False,False,False,True,False,False,False,False,high,very high,low rate,MORTGAGE,3
10739.0,23,40000.0,7.0,B,10.0,12.68,3,2,0,False,False,False,True,False,True,False,False,False,False,low,medium,high rate,RENT,1
10740.0,23,70000.0,7.0,A,13.0,5.42,7,3,0,True,False,False,False,False,True,False,False,False,False,high,high,very low rate,MORTGAGE,2
10741.0,24,34000.0,1.0,A,10.0,12.69,4,2,1,False,False,False,True,False,False,True,False,False,False,very low,medium,high rate,RENT,0
10742.0,23,40000.0,0.0,A,10.0,7.9,3,3,0,False,False,False,True,False,False,False,False,False,True,low,medium,low rate,RENT,3
10743.0,25,34000.0,4.0,A,10.0,6.62,5,4,1,False,False,False,True,False,False,False,False,True,False,very low,medium,very low rate,RENT,0
10746.0,24,70000.0,8.0,A,7.0,9.99,4,4,0,True,False,False,False,True,False,False,False,False,False,high,medium,low rate,MORTGAGE,3
10747.0,26,40000.0,10.0,C,10.0,16.89,6,3,0,False,False,False,True,False,False,False,False,False,True,low,medium,very high rate,RENT,0
10748.0,23,54400.0,0.0,C,12.0,15.62,7,3,1,True,False,False,False,False,False,False,True,False,False,medium,high,very high rate,MORTGAGE,0
10749.0,24,40000.0,5.0,A,10.0,11.99,4,3,0,False,False,False,True,True,False,False,False,False,False,low,medium,high rate,RENT,0
10750.0,24,64000.0,8.0,A,14.5,5.42,7,2,1,True,False,False,False,False,False,False,False,True,False,high,very high,very low rate,MORTGAGE,2
10751.0,25,70000.0,6.0,A,14.0,5.42,7,3,0,True,False,False,False,False,False,False,False,False,True,high,high,very low rate,MORTGAGE,2
10752.0,25,70000.0,1.0,A,4.8,6.99,5,4,0,True,False,False,False,False,False,False,False,False,True,high,low,very low rate,MORTGAGE,2
10753.0,24,40000.0,0.0,A,10.0,8.49,4,3,0,False,False,False,True,False,False,False,False,True,False,low,medium,low rate,RENT,3
10754.0,22,70000.0,6.0,A,9.75,8.49,2,4,0,True,False,False,False,False,True,False,False,False,False,high,medium,low rate,MORTGAGE,3
10755.0,22,34000.0,0.0,C,10.0,15.28,2,3,1,False,False,False,True,False,False,False,True,False,False,very low,medium,very high rate,RENT,0
10756.0,23,70000.0,3.0,A,15.0,8.49,7,2,0,True,False,False,False,False,False,False,False,False,True,high,very high,low rate,MORTGAGE,3
10757.0,22,40000.0,7.0,A,10.0,10.37,2,2,0,False,False,False,True,False,True,False,False,False,False,low,medium,medium rate,RENT,1
10758.0,24,40000.0,0.0,A,10.0,5.79,4,2,0,False,False,False,True,False,False,False,True,False,False,low,medium,very low rate,RENT,2
10759.0,25,40000.0,6.0,A,10.0,10.0,5,4,0,False,False,False,True,False,False,False,True,False,False,low,medium,low rate,RENT,3
10760.0,23,34000.0,7.0,A,10.0,10.36,3,4,1,False,False,False,True,False,True,False,False,False,False,very low,medium,medium rate,RENT,1
10761.0,21,40000.0,5.0,A,10.0,7.9,1,2,0,False,False,False,True,False,True,False,False,False,False,low,medium,low rate,RENT,3
10762.0,23,40000.0,3.0,A,10.0,10.75,3,4,0,False,False,False,True,False,True,False,False,False,False,low,medium,medium rate,RENT,1
10763.0,24,70000.0,2.0,B,6.0,15.23,4,4,0,True,False,False,False,False,True,False,False,False,False,high,low,very high rate,MORTGAGE,0
10764.0,25,70000.0,3.0,A,8.0,6.99,5,4,0,True,False,False,False,False,False,False,True,False,False,high,medium,very low rate,MORTGAGE,2
10765.0,24,40000.0,5.0,A,10.0,7.88,4,3,0,False,False,False,True,False,False,False,False,True,False,low,medium,low rate,RENT,3
10766.0,26,70000.0,6.0,A,4.0,8.49,6,2,0,True,False,False,False,False,False,True,False,False,False,high,very low,low rate,MORTGAGE,3
10767.0,22,70000.0,1.0,A,4.5,5.42,2,2,0,True,False,False,False,True,False,False,False,False,False,high,low,very low rate,MORTGAGE,2
10768.0,26,70000.0,0.0,A,8.0,8.9,6,2,0,True,False,False,False,True,False,False,False,False,False,high,medium,low rate,MORTGAGE,3
10769.0,22,40000.0,2.0,A,10.0,7.14,2,4,0,False,False,False,True,False,True,False,False,False,False,low,medium,very low rate,RENT,2
10770.0,21,40000.0,5.0,A,10.0,7.51,1,4,0,False,False,False,True,False,False,False,False,False,True,low,medium,very low rate,RENT,2
10771.0,26,34000.0,5.0,B,10.0,13.11,6,3,1,False,False,False,True,False,False,False,False,False,True,very low,medium,high rate,RENT,1
10772.0,22,70000.0,1.0,A,8.0,7.49,2,3,0,True,False,False,False,False,True,False,False,False,False,high,medium,very low rate,MORTGAGE,2
10773.0,25,40000.0,6.0,B,10.0,13.48,5,3,0,False,False,False,True,False,False,False,False,False,True,low,medium,high rate,RENT,1
10774.0,24,40000.0,3.0,A,10.0,7.9,4,2,0,False,False,False,True,False,False,False,False,False,True,low,medium,low rate,RENT,3
10775.0,23,40000.0,5.0,B,10.0,13.22,3,4,0,False,False,False,True,True,False,False,False,False,False,low,medium,high rate,RENT,1
10776.0,25,40000.0,0.0,A,10.0,12.18,5,3,0,False,False,False,True,False,True,False,False,False,False,low,medium,high rate,RENT,0
10777.0,22,70000.0,2.0,A,6.0,5.42,2,2,0,True,False,False,False,True,False,False,False,False,False,high,low,very low rate,MORTGAGE,2
10778.0,22,40000.0,6.0,A,10.0,12.21,2,2,0,False,False,False,True,False,False,False,True,False,False,low,medium,high rate,RENT,0
10779.0,23,70000.0,4.0,A,25.0,10.59,7,3,0,True,False,False,False,False,False,False,False,True,False,high,very high,medium rate,MORTGAGE,2
10780.0,23,70000.0,5.0,B,10.0,14.79,3,2,0,True,False,False,False,False,False,False,True,False,False,high,medium,very high rate,MORTGAGE,0
10781.0,22,70000.0,6.0,A,2.0,11.49,2,4,0,True,False,False,False,False,False,False,True,False,False,high,very low,medium rate,MORTGAGE,2
10782.0,22,70000.0,6.0,A,6.0,11.49,2,2,0,True,False,False,False,False,False,False,False,False,True,high,low,medium rate,MORTGAGE,2
10783.0,26,40000.0,2.0,A,10.0,9.63,6,4,0,False,False,False,True,False,True,False,False,False,False,low,medium,low rate,RENT,3
10784.0,23,40000.0,4.0,B,10.0,12.84,3,4,0,False,False,False,True,True,False,False,False,False,False,low,medium,high rate,RENT,1
10785.0,22,34000.0,2.0,C,10.0,14.83,2,3,1,False,False,False,True,False,True,False,False,False,False,very low,medium,very high rate,RENT,0
10786.0,25,70000.0,4.0,A,4.0,7.42,5,2,0,False,False,True,False,False,False,False,False,True,False,high,very low,very low rate,OTHER,2
10787.0,25,34000.0,0.0,B,10.0,13.79,5,4,1,False,False,False,True,False,False,True,False,False,False,very low,medium,high rate,RENT,1
10788.0,22,70000.0,6.0,A,8.4,6.99,2,4,0,True,False,False,False,True,False,False,False,False,False,high,medium,very low rate,MORTGAGE,2
10789.0,22,40000.0,0.0,A,10.0,8.0,2,4,0,False,False,False,True,False,True,False,False,False,False,low,medium,low rate,RENT,3
10790.0,25,70000.0,9.0,A,10.0,5.42,5,4,0,True,False,False,False,False,False,False,True,False,False,high,medium,very low rate,MORTGAGE,2
10792.0,24,70000.0,4.0,A,21.0,11.99,7,4,0,True,False,False,False,False,True,False,False,False,False,high,very high,high rate,MORTGAGE,2
10793.0,24,41000.0,4.0,A,10.0,6.99,4,4,0,False,False,False,True,False,True,False,False,False,False,low,medium,very low rate,RENT,2
10794.0,22,70000.0,6.0,A,6.8,8.9,2,4,0,True,False,False,False,False,True,False,False,False,False,high,medium,low rate,MORTGAGE,3
10795.0,24,41004.0,2.0,A,10.0,11.14,4,2,0,False,False,False,True,True,False,False,False,False,False,low,medium,medium rate,RENT,1
10796.0,22,64000.0,6.0,A,6.0,8.0,2,2,1,True,False,False,False,True,False,False,False,False,False,high,low,low rate,MORTGAGE,3
10797.0,25,70000.0,9.0,A,20.0,10.59,7,2,0,True,False,False,False,False,False,False,False,False,True,high,very high,medium rate,MORTGAGE,2
10799.0,24,70000.0,8.0,A,1.6,10.99,4,3,0,True,False,False,False,False,False,False,True,False,False,high,very low,medium rate,MORTGAGE,2
10800.0,23,42000.0,4.0,B,10.0,11.99,3,2,0,False,False,False,True,False,False,False,False,False,True,low,medium,high rate,RENT,1
10801.0,23,70000.0,0.0,A,3.6,10.59,3,4,0,False,False,True,False,False,True,False,False,False,False,high,very low,medium rate,OTHER,1
10802.0,22,36000.0,0.0,B,10.0,15.27,2,2,1,False,False,False,True,False,False,False,False,False,True,low,medium,very high rate,RENT,0
10803.0,22,42000.0,1.0,A,10.0,12.42,2,4,0,False,False,False,True,False,True,False,False,False,False,low,medium,high rate,RENT,0
10804.0,22,42000.0,1.0,B,10.0,13.49,2,4,0,False,False,False,True,False,True,False,False,False,False,low,medium,high rate,RENT,1
10805.0,25,42000.0,9.0,B,10.0,14.27,5,2,0,False,False,False,True,False,False,False,True,False,False,low,medium,very high rate,RENT,0
10806.0,25,42000.0,5.0,B,10.0,12.99,5,2,0,False,False,False,True,False,True,False,False,False,False,low,medium,high rate,RENT,1
10807.0,22,70000.0,6.0,A,10.0,7.29,2,3,0,True,False,False,False,True,False,False,False,False,False,high,medium,very low rate,MORTGAGE,2
10808.0,23,42000.0,4.0,A,10.0,5.42,3,3,0,False,False,False,True,False,False,False,False,True,False,low,medium,very low rate,RENT,2
10809.0,23,42000.0,0.0,A,10.0,7.9,3,4,0,False,False,False,True,False,False,False,True,False,False,low,medium,low rate,RENT,3
10810.0,22,70000.0,6.0,A,2.0,10.74,2,2,0,True,False,False,False,False,False,False,False,False,True,high,very low,medium rate,MORTGAGE,2
10811.0,22,42000.0,6.0,B,10.0,11.99,2,4,0,False,False,False,True,False,False,False,False,True,False,low,medium,high rate,RENT,1
10812.0,22,42000.0,4.0,A,10.0,10.99,2,4,0,False,False,False,True,False,True,False,False,False,False,low,medium,medium rate,RENT,1
10813.0,22,42000.0,3.0,A,10.0,6.92,2,2,0,False,False,False,True,False,True,False,False,False,False,low,medium,very low rate,RENT,2
10814.0,26,70000.0,5.0,B,4.8,12.475,6,4,0,True,False,False,False,False,False,False,True,False,False,high,low,high rate,MORTGAGE,1
10815.0,24,70000.0,6.0,B,25.0,11.36,7,3,0,True,False,False,False,False,False,True,False,False,False,high,very high,medium rate,MORTGAGE,1
10816.0,23,70000.0,7.0,A,3.5,5.42,3,2,0,True,False,False,False,True,False,False,False,False,False,high,very low,very low rate,MORTGAGE,2
10817.0,26,42000.0,1.0,A,10.0,6.54,6,4,0,False,False,False,True,False,False,False,True,False,False,low,medium,very low rate,RENT,2
10818.0,22,42000.0,6.0,A,10.0,6.17,2,3,0,False,False,False,True,True,False,False,False,False,False,low,medium,very low rate,RENT,2
10819.0,22,42000.0,3.0,B,10.0,13.98,2,2,0,False,False,False,True,False,False,False,False,True,False,low,medium,very high rate,RENT,0
10820.0,22,36000.0,4.0,A,10.0,11.36,2,2,1,False,False,False,True,False,False,False,False,True,False,low,medium,medium rate,RENT,1
10821.0,25,70000.0,4.0,A,6.3,10.37,5,4,0,True,False,False,False,False,False,False,False,False,True,high,low,medium rate,MORTGAGE,2
10822.0,25,42000.0,1.0,A,10.0,10.99,5,2,0,False,False,False,True,False,False,False,False,False,True,low,medium,medium rate,RENT,1
10823.0,24,42000.0,2.0,A,10.0,7.88,4,3,0,False,False,False,True,False,True,False,False,False,False,low,medium,low rate,RENT,3
10824.0,26,42900.0,3.0,C,10.0,14.96,6,3,0,False,False,False,True,False,False,False,False,True,False,low,medium,very high rate,RENT,0
10825.0,24,70000.0,7.0,A,25.0,7.88,7,2,0,True,False,False,False,False,False,False,True,False,False,high,very high,low rate,MORTGAGE,3
10826.0,25,42910.0,3.0,C,10.0,18.25,5,3,0,False,False,False,True,False,True,False,False,False,False,low,medium,very high rate,RENT,0
10827.0,25,70000.0,6.0,A,12.0,10.37,7,4,0,True,False,False,False,False,False,False,True,False,False,high,high,medium rate,MORTGAGE,2
10828.0,25,70000.0,9.0,A,4.0,6.92,5,2,0,True,False,False,False,True,False,False,False,False,False,high,very low,very low rate,MORTGAGE,2
10829.0,21,43000.0,3.0,B,10.0,11.11,1,4,0,False,False,False,True,False,False,False,False,True,False,low,medium,medium rate,RENT,1
10830.0,26,70000.0,10.0,A,8.0,10.0,6,2,0,True,False,False,False,False,False,False,False,True,False,high,medium,low rate,MORTGAGE,3
10831.0,26,43000.0,4.0,B,10.0,14.65,6,4,0,False,False,False,True,False,True,False,False,False,False,low,medium,very high rate,RENT,0
10832.0,22,70000.0,5.0,B,8.0,13.35,2,2,0,True,False,False,False,False,False,False,False,False,True,high,medium,high rate,MORTGAGE,1
10833.0,23,70000.0,0.0,A,3.525,6.91,3,3,0,True,False,False,False,True,False,False,False,False,False,high,very low,very low rate,MORTGAGE,2
10834.0,24,43000.0,8.0,A,10.0,5.79,4,2,0,False,False,False,True,False,True,False,False,False,False,low,medium,very low rate,RENT,2
10835.0,25,43000.0,4.0,A,10.0,7.66,5,3,0,False,False,False,True,False,True,False,False,False,False,low,medium,very low rate,RENT,2
10836.0,24,43000.0,4.0,A,10.0,9.63,4,3,0,False,False,False,True,False,False,False,True,False,False,low,medium,low rate,RENT,3
10837.0,21,70000.0,6.0,A,6.0,5.42,1,3,0,True,False,False,False,True,False,False,False,False,False,high,low,very low rate,MORTGAGE,2
10838.0,23,43000.0,1.0,A,10.0,9.25,3,3,0,False,False,False,True,False,True,False,False,False,False,low,medium,low rate,RENT,3
10839.0,24,43000.0,2.0,B,10.0,13.16,4,4,0,False,False,False,True,False,False,False,True,False,False,low,medium,high rate,RENT,1
10840.0,22,70000.0,3.0,A,10.0,10.36,2,2,0,True,False,False,False,True,False,False,False,False,False,high,medium,medium rate,MORTGAGE,2
10841.0,24,70000.0,8.0,A,25.0,9.62,7,2,0,True,False,False,False,False,False,False,False,False,True,high,very high,low rate,MORTGAGE,3
10842.0,22,37200.0,6.0,A,10.0,8.49,2,2,1,False,False,False,True,False,False,False,False,True,False,low,medium,low rate,RENT,3
10843.0,22,70000.0,3.0,A,8.0,5.79,2,3,0,False,False,True,False,False,False,False,True,False,False,high,medium,very low rate,OTHER,2
10844.0,22,44000.0,6.0,A,10.0,10.65,2,4,0,False,False,False,True,False,False,False,True,False,False,low,medium,medium rate,RENT,1
10845.0,22,70000.0,5.0,A,21.0,8.88,7,3,0,True,False,False,False,False,False,False,False,False,True,high,very high,low rate,MORTGAGE,3
10846.0,25,70000.0,9.0,A,12.0,5.79,7,2,0,True,False,False,False,False,False,False,False,True,False,high,high,very low rate,MORTGAGE,2
10847.0,24,44000.0,2.0,A,10.0,7.49,4,2,0,False,False,False,True,False,False,False,False,True,False,low,medium,very low rate,RENT,2
10848.0,23,70000.0,7.0,A,20.0,6.17,7,2,0,True,False,False,False,False,True,False,False,False,False,high,very high,very low rate,MORTGAGE,2
10849.0,24,70000.0,3.0,A,11.0,7.51,7,3,0,True,False,False,False,True,False,False,False,False,False,high,high,very low rate,MORTGAGE,2
10850.0,25,44000.0,9.0,B,10.0,12.68,5,4,0,False,False,False,True,False,False,False,True,False,False,low,medium,high rate,RENT,1
10851.0,26,70000.0,3.0,A,3.2,9.25,6,4,0,True,False,False,False,False,False,False,True,False,False,high,very low,low rate,MORTGAGE,3
10852.0,22,44000.0,5.0,C,10.0,15.95,2,4,0,False,False,False,True,False,True,False,False,False,False,low,medium,very high rate,RENT,0
10853.0,21,44000.0,6.0,C,10.0,14.74,1,4,0,False,False,False,True,False,False,False,False,True,False,low,medium,very high rate,RENT,0
10854.0,23,44160.0,4.0,B,10.0,14.27,3,3,0,False,False,False,True,False,True,False,False,False,False,low,medium,very high rate,RENT,0
10855.0,23,44796.0,2.0,A,10.0,11.48,3,2,0,False,False,False,True,True,False,False,False,False,False,low,medium,medium rate,RENT,1
10857.0,26,64000.0,5.0,C,7.0,15.95,6,2,1,True,False,False,False,True,False,False,False,False,False,high,medium,very high rate,MORTGAGE,0
10858.0,21,45000.0,5.0,A,10.0,6.62,1,4,0,False,False,False,True,False,False,False,False,False,True,low,medium,very low rate,RENT,2
10859.0,25,45000.0,4.0,A,10.0,12.69,5,2,0,False,False,False,True,False,False,False,True,False,False,low,medium,high rate,RENT,0
10860.0,22,45000.0,4.0,A,10.0,10.65,2,3,0,False,False,False,True,False,True,False,False,False,False,low,medium,medium rate,RENT,1
10861.0,25,70000.0,5.0,A,8.0,7.88,5,4,0,True,False,False,False,False,False,False,False,True,False,high,medium,low rate,MORTGAGE,3
10862.0,24,45000.0,2.0,A,10.0,6.62,4,3,0,False,False,False,True,False,False,False,False,True,False,low,medium,very low rate,RENT,2
10863.0,24,64000.0,8.0,A,5.0,7.88,4,4,1,True,False,False,False,False,True,False,False,False,False,high,low,low rate,MORTGAGE,3
10864.0,23,70000.0,7.0,A,4.0,8.0,3,4,0,True,False,False,False,False,True,False,False,False,False,high,very low,low rate,MORTGAGE,3
10865.0,26,70000.0,4.0,B,4.0,13.98,6,4,0,True,False,False,False,False,True,False,False,False,False,high,very low,very high rate,MORTGAGE,0
10866.0,26,45000.0,2.0,B,10.0,12.69,6,3,0,False,False,False,True,False,False,False,False,True,False,low,medium,high rate,RENT,1
10867.0,22,45000.0,6.0,A,10.0,9.91,2,2,0,False,False,False,True,False,False,False,True,False,False,low,medium,low rate,RENT,3
10868.0,24,70000.0,6.0,A,6.0,7.88,4,3,0,True,False,False,False,False,False,False,False,False,True,high,low,low rate,MORTGAGE,3
10869.0,25,70000.0,9.0,A,12.0,7.51,7,4,0,True,False,False,False,False,False,False,False,True,False,high,high,very low rate,MORTGAGE,2
10870.0,23,45000.0,7.0,A,10.0,6.62,3,4,0,False,False,False,True,False,True,False,False,False,False,low,medium,very low rate,RENT,2
10871.0,26,70000.0,3.0,B,3.5,14.35,6,3,0,True,False,False,False,False,True,False,False,False,False,high,very low,very high rate,MORTGAGE,0
10872.0,23,70000.0,7.0,B,16.0,14.35,7,3,0,False,False,True,False,False,True,False,False,False,False,high,very high,very high rate,OTHER,0
10873.0,22,70000.0,4.0,A,13.75,10.75,7,3,0,True,False,False,False,False,False,False,False,False,True,high,high,medium rate,MORTGAGE,2
10874.0,22,45000.0,2.0,A,10.0,7.51,2,3,0,False,False,False,True,False,True,False,False,False,False,low,medium,very low rate,RENT,2
10875.0,23,39000.0,3.0,A,10.0,11.99,3,3,1,False,False,False,True,False,False,False,False,True,False,low,medium,high rate,RENT,0
10876.0,23,70000.0,7.0,A,4.4,6.76,3,4,0,True,False,False,False,True,False,False,False,False,False,high,very low,very low rate,MORTGAGE,2
10877.0,26,70000.0,0.0,C,8.0,14.84,6,3,0,True,False,False,False,False,False,False,False,True,False,high,medium,very high rate,MORTGAGE,0
10878.0,22,70000.0,6.0,C,16.0,16.32,7,2,0,True,False,False,False,False,True,False,False,False,False,high,very high,very high rate,MORTGAGE,0
10879.0,23,70000.0,1.0,A,5.0,11.12,3,3,0,True,False,False,False,False,False,False,False,True,False,high,low,medium rate,MORTGAGE,2
10880.0,26,70000.0,1.0,A,25.0,7.88,7,4,0,True,False,False,False,False,False,False,False,False,True,high,very high,low rate,MORTGAGE,3
10881.0,25,70000.0,0.0,A,8.0,11.12,5,3,0,True,False,False,False,True,False,False,False,False,False,high,medium,medium rate,MORTGAGE,2
10882.0,25,45000.0,0.0,B,10.0,12.98,5,2,0,False,False,False,True,False,False,False,False,False,True,low,medium,high rate,RENT,1
10883.0,21,70000.0,3.0,A,9.8,7.14,1,4,0,True,False,False,False,False,True,False,False,False,False,high,medium,very low rate,MORTGAGE,2
10884.0,22,70000.0,1.0,A,8.4,7.88,2,2,0,True,False,False,False,False,False,False,True,False,False,high,medium,low rate,MORTGAGE,3
10885.0,24,70000.0,4.0,C,8.0,15.95,4,2,0,False,False,True,False,False,False,False,False,False,True,high,medium,very high rate,OTHER,0
